Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Wed 02 Mar 2016 01:56:43,Chicago,M R Submarine,NotFound,NotFound,NotFound,-87.60065,41.69252,"11100 S Corliss Ave, Chicago, IL 60628 ",7735682725,6472,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4199568-Reviews-M_R_Submarine-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:47,Chicago,El Chile Verde,NotFound,NotFound,NotFound,-87.67843,41.85123,"2100 W 22nd Pl, Chicago, IL 60608 ",7738475755,6819,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4197005-Reviews-El_Chile_Verde-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:52,Chicago,Freshii,2,NotFound,NotFound,-87.62361,41.897972,"835 N Michigan Ave, Chicago, IL 60611 ",3122029009,2556,4.5,0,0,0,1,1,/Restaurant_Review-g35805-d5449939-Reviews-Freshii-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:59,Chicago,Pot Bellys,22,NotFound,NotFound,-87.62981,41.880383,"55 W Monroe St, Chicago, IL 60603 ",8476744440,841,4.27272727273,0,1,3,7,11,/Restaurant_Review-g35805-d5453384-Reviews-Pot_Bellys-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:03,Chicago,Soul Food to Go,NotFound,NotFound,NotFound,-87.68326,41.868866,"2253 W Taylor St, Chicago, IL 60612-4233 ",3122434920,5094,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d5240378-Reviews-Soul_Food_to_Go-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:05,Chicago,La Fiesta Restaurant,NotFound,NotFound,NotFound,-87.70068,41.81627,"4248 S Archer Ave, Chicago, IL 60632-2550 ",7732544678,5156,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d430445-Reviews-La_Fiesta_Restaurant-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:09,Chicago,Cosi,2,NotFound,Delicatessen,-87.63855,41.92242,"2200 N Clark, Chicago, IL 60614 ",7734722674,4200,3.0,0,0,2,0,0,/Restaurant_Review-g35805-d4317654-Reviews-Cosi-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:20,Chicago,New Furama Restaurant,8,NotFound,Chinese,-87.63215,41.841732,"2828 S Wentworth Ave Suite 2, Chicago, IL 60616 ",3122256888,2580,4.125,0,0,1,5,2,/Restaurant_Review-g35805-d431645-Reviews-New_Furama_Restaurant-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:27,Chicago,Dave's Red Hots,NotFound,NotFound,NotFound,-87.711525,41.86643,"3422 W Roosevelt Rd, Chicago, IL 60624 ",7737229935,5754,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4204472-Reviews-Dave_s_Red_Hots-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:30,Chicago,China Town Cafe,NotFound,NotFound,Chinese,-87.632095,41.845306,"2604 S Wentworth Ave, Chicago, IL 60616 ",3127910366,7190,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4194661-Reviews-China_Town_Cafe-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:36,Chicago,L and M Red Hot,NotFound,NotFound,NotFound,-87.75135,41.807495,"5125 W 47th St, Chicago, IL 60638 ",7735810614,6056,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4202291-Reviews-L_and_M_Red_Hot-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:42,Chicago,Cuenca's Bakery,NotFound,NotFound,NotFound,-87.73373,41.9609,"4229 W Montrose Ave, Chicago, IL 60641 ",7737775100,4816,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4987370-Reviews-Cuenca_s_Bakery-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:49,Chicago,Morton's The Steakhouse - Chicago - Wacker Place,302,4,American,-87.62549,41.886627,"65 East Wacker Place, Chicago, IL 60601  (Michigan Avenue) ",3122010410,205,4.16556291391,6,18,44,86,148,/Restaurant_Review-g35805-d1308888-Reviews-Morton_s_The_Steakhouse_Chicago_Wacker_Place-Chicago_Illinois.html
Wed 02 Mar 2016 01:57:55,Chicago,90 Miles Cuban Cafe,35,2,Caribbean,-87.68592,41.937935,"3101 N Clybourn at Barry Ave, Chicago, IL 60618 ",17732482822,1171,4.25714285714,0,3,4,9,19,/Restaurant_Review-g35805-d1168439-Reviews-90_Miles_Cuban_Cafe-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:02,Chicago,Qwest Chicago Cyber Center,NotFound,NotFound,NotFound,-87.61877,41.85298,"350 E Cermak Rd, Chicago, IL 60616-5507 ",3125670694,5459,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4206433-Reviews-Qwest_Chicago_Cyber_Center-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:06,Chicago,Benny Grill,1,NotFound,NotFound,-87.65529,41.973145,"1005 W Argyle St, Chicago, IL 60640-3716 ",7739890322,3394,4.0,0,0,0,1,0,/Restaurant_Review-g35805-d427594-Reviews-Benny_Grill-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:12,Chicago,McDonald's,NotFound,NotFound,NotFound,-87.69492,41.88291,"2725 W Washington Blvd, Chicago, IL 60612 ",7736382062,5519,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4205904-Reviews-McDonald_s-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:24,Chicago,IHOP,4,NotFound,NotFound,-87.69845,41.93209,"2818 W Diversey Ave, Chicago, IL 60647 ",7733428901,2482,4.75,0,0,0,1,3,/Restaurant_Review-g35805-d4194307-Reviews-IHOP-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:28,Chicago,Giordano's - Pilsen,NotFound,NotFound,Pizza,-87.66158,41.85774,"1401 West 18th Street, Chicago, IL 60608 ",3122650243,6687,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d8852618-Reviews-Giordano_s_Pilsen-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:32,Chicago,Elizabeth,19,NotFound,American,-87.68859,41.969593,"4835 North Western Avenue, Chicago, IL ",17736810651,1006,4.42105263158,1,0,3,1,14,/Restaurant_Review-g35805-d3653167-Reviews-Elizabeth-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:41,Chicago,Bun Mi Express,4,NotFound,Vietnamese,-87.64486,41.94347,"3409 N Broadway, Chicago, IL 60657 ",7736612228,3726,3.5,0,1,0,3,0,/Restaurant_Review-g35805-d2456470-Reviews-Bun_Mi_Express-Chicago_Illinois.html
