OTTime,OTCity,OTName,OTIndex,OTReviewCount,OTPrice,OTCuisine,OTLongitude,OTLatitude,OTAddress,OTPhoneNumber,OTMeanRating,OT1,OT2,OT3,OT4,OT5,OTLink,TATime,TACity,TAName,TAReviewCount,TAPrice,TACuisine,TALongitude,TALatitude,TAAddress,TAPhoneNumber,TARanking,TAMeanRating,TA1,TA2,TA3,TA4,TA5,TALink
Fri 25 Mar 2016 18:39:30,Houston,Harvest Organic Grille – Galleria,220,37,2,Organic,-95.486476,29.749106,"1810 Fountain View DrHouston, TX  77057",7132430900,4.0811,1,2,6,12,16,/harvest-organic-grille-galleria,Fri 25 Mar 2016 18:55:06,Houston,Harvest Live Grille & Bar,39,NotFound,American,-95.48637,29.74908,"1810 Fountain View Dr, Houston, TX 77057 ",7132430900,2058,3.8974,0,9,5,6,19,/Restaurant_Review-g56003-d3315367-Reviews-Harvest_Live_Grille_Bar-Houston_Texas.html
Fri 25 Mar 2016 18:39:42,Houston,Santa Fe Flats,502,1,2,Mexican/Southwestern,-95.581003,30.000195,"21542 Hwy 249Houston, TX  77070",2816551400,5.0,0,0,0,0,1,/santa-fe-flats,Fri 25 Mar 2016 18:30:18,Houston,Santa Fe Flats,39,2,Mexican,-95.58103,30.00037,"21542 State Highway 249, Suite 5, Houston, TX 77070 ",2816551400,595,4.1026,3,3,2,10,21,/Restaurant_Review-g56003-d1197720-Reviews-Santa_Fe_Flats-Houston_Texas.html
Fri 25 Mar 2016 18:40:09,Houston,Le Mistral,291,671,3,French,-95.625977,29.760641,"1400 Eldridge PkwySuite AHouston, TX  77077",8323798322,4.2221,15,31,79,218,337,/le-mistral,Fri 25 Mar 2016 19:13:21,Houston,Le Mistral,143,3,French,-95.62597,29.760248,"1400 Eldridge Pkwy, Houston, TX 77077  (Enclave/Briarfore St.) ",8323798322,143,4.3986,7,3,5,39,89,/Restaurant_Review-g56003-d442840-Reviews-Le_Mistral-Houston_Texas.html
Fri 25 Mar 2016 18:40:16,Houston,Mr. Peeples Houston,361,508,3,American,-95.375462,29.752785,"1911 Bagby StreetHouston, TX  77002",7136520711,3.9173,22,53,87,142,216,/mr-peeples-houston,Fri 25 Mar 2016 19:11:16,Houston,Mr. Peeples,51,4,American,-95.37553,29.752726,"1911 Bagby St., Houston, TX 77002  (Pierce St. in Midtown) ",17136520711,499,3.9804,3,2,11,12,23,/Restaurant_Review-g56003-d4584688-Reviews-Mr_Peeples-Houston_Texas.html
Fri 25 Mar 2016 18:40:34,Houston,RA Sushi Bar Restaurant - Houston Highland Village,459,93,2,Japanese,-95.443476,29.741751,"3908 Westheimer RdHouston, TX  77027-5006",7136215800,4.025,5,9,24,22,60,/ra-sushi-bar-restaurant-houston-highland-village,Fri 25 Mar 2016 18:19:28,Houston,RA Sushi Bar Restaurant,113,3,Japanese,-95.44374,29.742123,"3908 Westheimer Rd, Houston, TX 77027  (Weslayan) ",7136215800,332,3.8761,4,7,20,50,32,/Restaurant_Review-g56003-d808829-Reviews-RA_Sushi_Bar_Restaurant-Houston_Texas.html
Fri 25 Mar 2016 18:40:42,Houston,Benihana - Houston,50,433,2,Japanese,-95.540337,29.73709,"9707 Westheimer RdHouston, TX  77042",7137894962,3.9159,25,50,58,111,196,/benihana-houston,Fri 25 Mar 2016 18:51:02,Houston,Benihana,57,3,Japanese,-95.5402,29.736536,"9707 Westheimer Rd, Houston, TX 77042  (S Gesseenger) ",7137894962,538,3.9474,2,6,8,18,23,/Restaurant_Review-g56003-d442618-Reviews-Benihana-Houston_Texas.html
Fri 25 Mar 2016 18:41:00,Houston,Cyclone Anaya's - Midtown,137,22,2,Tex-Mex,-95.376793,29.752246,"309 Gray St.Houston, TX  77002",7135206969,4.1364,0,3,2,6,11,/cyclone-anayas-midtown,Fri 25 Mar 2016 18:44:43,Houston,Cyclone Anaya's Mexican Kitchen,57,NotFound,Mexican,-95.376884,29.752268,"309 Gray St, Houston, TX ",7135206969,888,3.7368,3,4,12,24,14,/Restaurant_Review-g56003-d2544457-Reviews-Cyclone_Anaya_s_Mexican_Kitchen-Houston_Texas.html
Fri 25 Mar 2016 18:41:19,Houston,BCN Taste & Tradition,49,232,4,Spanish,-95.390075,29.73493,"4210 Roseland StHouston, TX  77006",8328343411,4.4625,3,8,25,43,161,/bcn-taste-and-tradition,Fri 25 Mar 2016 18:58:29,Houston,BCN Taste & Tradition,74,NotFound,Spanish,-95.39016,29.734905,"4210 Roseland St, Houston, TX 77006 ",8328343411,35,4.6216,0,1,7,11,55,/Restaurant_Review-g56003-d7133745-Reviews-BCN_Taste_Tradition-Houston_Texas.html
Fri 25 Mar 2016 18:41:36,Houston,Babin’s Seafood House Willowbrook,39,20,2,Seafood,-95.544434,29.955169,"17485 Tomball ParkwayHouston, TX  77064",2814779300,4.2,0,1,2,9,8,/babins-seafood-house-willowbrook,Fri 25 Mar 2016 19:04:23,Houston,Babin's Seafood House,51,NotFound,Seafood,-95.54443,29.95517,"17485 Tomball Pkwy, Houston, TX 77064 ",2814779300,564,4.0392,2,3,9,14,23,/Restaurant_Review-g56003-d4136722-Reviews-Babin_s_Seafood_House-Houston_Texas.html
Fri 25 Mar 2016 18:41:50,Houston,Ninfa's on Navigation,374,1042,2,Mexican,-95.34233,29.757011,"2704 Navigation BlvdHouston, TX  77003",7132281175,4.2399,25,64,122,256,575,/ninfas-on-navigation,Fri 25 Mar 2016 18:18:14,Houston,Ninfa's on Navigation,415,3,Mexican,-95.342445,29.757093,"2704 Navigation Blvd, Houston, TX 77003  (Delano) ",7132281175,28,4.2964,11,5,52,129,218,/Restaurant_Review-g56003-d442242-Reviews-Ninfa_s_on_Navigation-Houston_Texas.html
