Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Thu 03 Mar 2016 04:19:40,SanFran,Boxed Foods Company,14,2,American,-122.40396,37.79046,"245 Kearny St, San Francisco, CA 94108 ",4159819376,1383,4.2857,0,0,0,10,4,/Restaurant_Review-g60713-d859206-Reviews-Boxed_Foods_Company-San_Francisco_California.html
Thu 03 Mar 2016 04:20:02,SanFran,The Brixton,72,2,American,-122.43459,37.797375,"2140 Union Street, San Francisco, CA 94123  (Fillmore) ",4154091114,819,3.9028,2,3,14,34,19,/Restaurant_Review-g60713-d2006272-Reviews-The_Brixton-San_Francisco_California.html
Thu 03 Mar 2016 04:20:08,SanFran,Za Pizza,209,2,Pizza,-122.419235,37.798534,"1919 Hyde St, San Francisco, CA 94109-2014 ",4157713100,49,4.5885,3,2,9,50,145,/Restaurant_Review-g60713-d370408-Reviews-Za_Pizza-San_Francisco_California.html
Thu 03 Mar 2016 04:20:25,SanFran,Tupelo,10,NotFound,NotFound,-122.40753,37.799267,"1337 Grant Ave, San Francisco, CA 94133 ",4159819177,2332,3.6,1,1,1,5,2,/Restaurant_Review-g60713-d4713296-Reviews-Tupelo-San_Francisco_California.html
Thu 03 Mar 2016 04:20:38,SanFran,Mama Ji's,38,NotFound,Chinese,-122.43866,37.760826,"4416 18th St, San Francisco 94114, San Francisco, CA 94114 ",NotFound,450,4.3421,0,1,4,14,19,/Restaurant_Review-g60713-d5966651-Reviews-Mama_Ji_s-San_Francisco_California.html
Thu 03 Mar 2016 04:20:58,SanFran,The Sports Club,10,NotFound,American,-122.404335,37.786552,"747 Market St, San Francisco, CA 94103 ",4156333963,1975,4.7,0,0,1,1,8,/Restaurant_Review-g60713-d542751-Reviews-The_Sports_Club-San_Francisco_California.html
Thu 03 Mar 2016 04:21:09,SanFran,Fattoush,30,3,Mediterranean,-122.42696,37.749058,"1361 Church St, San Francisco, CA 94114 ",4156410678,1207,4.3333,0,0,3,14,13,/Restaurant_Review-g60713-d372113-Reviews-Fattoush-San_Francisco_California.html
Thu 03 Mar 2016 04:21:27,SanFran,Cozymeal,2,4,American,-122.38829,37.771294,"420 Mission Bay Boulevard N, Suite 504, San Francisco, CA 94158 ",18003690157,1706,5.0,0,0,0,0,2,/Restaurant_Review-g60713-d5937777-Reviews-Cozymeal-San_Francisco_California.html
Thu 03 Mar 2016 04:21:43,SanFran,Calzone's,517,2,Italian,-122.40819,37.799053,"430 Columbus Avenue, San Francisco, CA 94133  (Vallejo) ",415.397.3600,119,4.1393,10,23,68,200,216,/Restaurant_Review-g60713-d354024-Reviews-Calzone_s-San_Francisco_California.html
Thu 03 Mar 2016 04:22:02,SanFran,Quiznos,NotFound,NotFound,NotFound,-122.4196,37.78522,"901 Polk St, San Francisco, CA 94109 ",4155670750,4018,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g60713-d4251072-Reviews-Quiznos-San_Francisco_California.html
Thu 03 Mar 2016 04:22:19,SanFran,Caffe Sapore,63,2,Italian,-122.41453,37.802788,"790 Lombard St, San Francisco, CA 94133 ",4154741222,437,4.3175,1,1,4,28,29,/Restaurant_Review-g60713-d531833-Reviews-Caffe_Sapore-San_Francisco_California.html
Thu 03 Mar 2016 04:22:30,SanFran,Cafe Mason,682,2,American,-122.4096,37.78663,"320 Mason St, San Francisco, CA 94102-1704 ",14155440320,138,3.8842,29,28,115,331,179,/Restaurant_Review-g60713-d446709-Reviews-Cafe_Mason-San_Francisco_California.html
Thu 03 Mar 2016 04:22:45,SanFran,Subway,1,NotFound,NotFound,-122.39137,37.778812,"170 King St, San Francisco, CA 94107-1917 ",4157778567,3251,3.0,0,0,1,0,0,/Restaurant_Review-g60713-d5032267-Reviews-Subway-San_Francisco_California.html
Thu 03 Mar 2016 04:22:57,SanFran,Giorgio's Pizza,1,NotFound,NotFound,-122.40278,37.789185,"50 Post St, San Francisco, CA 94104-4546 ",4158371070,2772,4.0,0,0,0,1,0,/Restaurant_Review-g60713-d5021533-Reviews-Giorgio_s_Pizza-San_Francisco_California.html
Thu 03 Mar 2016 04:23:17,SanFran,Harris' Steakhouse,487,4,American,-122.42298,37.795036,"2100 Van Ness Ave, San Francisco, CA 94109  (Pacific) ",4156731888,19,4.418,5,10,50,134,289,/Restaurant_Review-g60713-d1488933-Reviews-Harris_Steakhouse-San_Francisco_California.html
Thu 03 Mar 2016 04:23:28,SanFran,Casa Flores,10,4,Mediterranean,-122.424095,37.790188,"1808 California Street, San Francisco, CA 94109 ",14152149265,727,5.0,0,0,0,0,10,/Restaurant_Review-g60713-d8744300-Reviews-Casa_Flores-San_Francisco_California.html
Thu 03 Mar 2016 04:23:46,SanFran,1601 Bar & Kitchen,18,NotFound,NotFound,-122.4168,37.771534,"1601 Howard St., San Francisco, CA 94103 ",415.552.1601,770,4.7222,0,0,2,1,15,/Restaurant_Review-g60713-d4855667-Reviews-1601_Bar_Kitchen-San_Francisco_California.html
